Sentence,Judges_classification,,,,,
"Fortunately, Christian Bale is a match for his forceful personality in a role plays a little bit like ""Elliot Ness: The Early Years"" but that also has a bit more depth even without seeing any of his character's life outside of his working environment.Although the film is, essentially, a two-hander it's a major bonus for film fans that almost every role (no matter the size) is cast with someone suitable and of suitable quality.",acting,,,,,
"For it is only a man like him who can make an English movie which is in French, German and Italian for more than half of its running time.",acting,,,,,
"If you like the kind of movies that keep you on the edge of your seat because you just want to find out what the secret is, what the answer is to the mystery, then you will really enjoy this film!",acting,,,,,
Why was Breaker played by a Mexican or whatever he was?,acting,,,,,
"The character played by Chris Evans, who perfectly fits his role, is in my opinion the best of the seven evil exes.",acting,,,,,
But the real surprise came in the form of Sam Rockwell as Justin Hammer.. His performance was a delight!,acting,,,,,
"Snyder, being a mediocre director, can't even use his medium to good use.",acting,,,,,
"He probably the only good thing, but sadly I have regrets over his past and future career when he does Stretch Armstrong.",acting,,,,,
"While Firth almost remains poised for a much needed Oscar glory(Jeff Bridges' turn in True Grit might eclipse him), the movie is almost certain to snag Best picture, direction, original screenplay and probably a best supporting actor nomination at the Oscars.Do give it a watch.",acting,,,,,
"It is also almost entirely devoid of cheap shocks, which is very much to its credit.The movie delivers an amazing performance from both leading characters, but especially from Ben Foster whose Corporal Bower is both strong and vulnerable, barely keeping it together.",acting,,,,,
Her sexuality is ambiguous.,acting,,,,,
"Philip Seymour Hoffman looks every inch (or pound) an old school baseball manager in his exasperated attempt to impose the ""right way"" of doing things on the hapless misfits he has been given to lead into battle.",acting,,,,,
"Billy Crudup (Sleepers, Almost Famous, Big Fish, The Good Shepherd, Mission: Impossible III, Monument Ave.",acting,,,,,
"There is not a bad performance in the entire movie, not even from Stan Lee in his Hitchcockian traditional cameo or Jeremy Renner in this his first comic book film.",acting,,,,,
I was not aware he was playing a blind character.,acting,,,,,
His amazing performance wonderfully enrolls us in MIB3.Screenwriter Etan Cohen's story possesses an unsuspecting poignancy and narrative twist.,acting,,,,,
This is a brutal and funny movie.A,acting,,,,,
The voice of Jamie Bell fits perfectly for the character.,acting,,,,,
It is no wonder their performances created Oscar nominations.,acting,,,,,
"Beneath the boisterous and buffoonish exterior, the men were brave, loyal and loving.",acting,,,,,
"Also, someone needs to tell her to square her shoulders and carry herself better, especially if she is playing a princess with right on her side.",acting,,,,,
Good acting helps a little.,acting,,,,,
Expectations lowered by Adam Sandler's laughter-free efforts and Seth Rogan's adolescent tripe.,acting,,,,,
"I hope he stays grounded, and that he continues to have good influences in his life.",acting,,,,,
Does that make her a bad actor?,acting,,,,,
His wife was little more than an extra.,acting,,,,,
And you can tell that Harrison Ford had fun making this.But there is an underlying feeling that there could've been a little bit more.,acting,,,,,
Later I figured out that the robots firing at Sam were the bad ones although I thought all of them were firing at him for his bad acting.Shia's job in the movie was to scream like a little girl which he did really well.,acting,,,,,
Ditto for Gary Oldman.,acting,,,,,
"humor, class or anything that can be called acting.",acting,,,,,
"I personally enjoyed the movie, although the comedy was a bit over the top at times, especially with Ken.",acting,,,,,
"On top of that, Carter Burwell's score (which is seldom noticed in most Coen Brother movies) adds an epic western feel.If",acting,,,,,
Same old same Aunt May (Sally Field) and Uncle Ben (Martin Sheen) solid pillars of the earth and nothing special.,acting,,,,,
Granted that they somewhat reminded you of characters in past movies but there wasn't a character I hated and the emotion was there all the way through the movie so it worked like a charm.,acting,,,,,
"Actually, the one character that I thought stole the show (not really but she was a lot better than I ever thought she would be) was Polly Walker as Cassiopeia.",acting,,,,,
"Watching this, you will tend to put yourself in Ceasar's shoes.",acting,,,,,
Who was the girl?,acting,,,,,
"""Super-8"" isn't an awful movie, and I will freely admit that the child actors do a much better job than most, but how could this be rated as high as it is?",acting,,,,,
Tom Hiddlestons psychotic interpretation of Loki brings THE AVENGERS to their knees before they rediscover themselves.,acting,,,,,
Alice was too PERKY.,acting,,,,,
"I usually do read the parental guidance before going to see this movie, but I made the mistake of not.",none,,,,,
"I'm thinking of 2007's ""3:10 to Yuma"" and ""The Assassination of Jesse James by the Coward Robert Ford"", along with 2008's ""Appaloosa"".",none,,,,,
Literally.,none,,,,,
Not just to kill something.,none,,,,,
"In these forms, a character is one note and represents a single thing.",none,,,,,
simply this movie is epic.,none,,,,,
"If you hate this movie, then please check out again.",none,,,,,
Worth multiple viewings.,none,,,,,
"This led to a particular, although orderly rush for prime seats.",none,,,,,
an earlier review someone said that they would put this in their movie collection next to Harry met Sally and thats where it belongs.,none,,,,,
Director Woody Allen has provided one of his best movies to date.,none,,,,,
This movie is a top movie to watch this summer and I highly recommend it for Pirates of the Caribbean fans and people who just want to see a kick ass movie this summer.,none,,,,,
"The best example I can think of right off the top of my head is probably ""The Wizard of Oz"" for how I am sure it strays away the source material and yet it is one of the most beloved movies of all time because how well the changes work for the medium.",none,,,,,
"James Cameron leaves not only one, but lots of messages with this outstanding work, in a beautiful way.The",none,,,,,
I work damn hard for my $. and I would like to appear in the next movie.,none,,,,,
"Well, at least that was entertaining.",none,,,,,
I can see why people like it and why they made a 3rd one.,none,,,,,
"Believe that you are in Pandora even for two fleeting hours, and it will be more than worth the trip.Thank",none,,,,,
Was this a great movie?,none,,,,,
"2001, Silent Running and Alien are all clearly on screen.",none,,,,,
Yes.,none,,,,,
I had better stop.,none,,,,,
The seats were uncomfortable and the sight lines were bad.,none,,,,,
"However, apart from the above, the film does not give something to look forward to.",none,,,,,
"There was certainly no drama - I could not care about any of these people, definitely a major disappointment and definitely over-rated.",none,,,,,
The world changed and not for the better.,none,,,,,
"Like the similarly incomprehensible Jerry Bruckheimer produced ""Pirates of the Caribbean: Dead Man's Chest,"" ""Revenge of the Fallen"" is a globe-spanning bauble hunt involving shards of the All-Spark and the Matrix of Leadership all integral to the quest to cultivate much-needed Energon.",none,,,,,
